source_row_index,source_sheet,athlete_name,episode_id,episode_time_sec,pause_time_sec,score,s1_ps_bitpack,s1_ps_code,s1_ps_count_total,s1_ls_bitpack,s1_ls_code,s1_ls_count_total,s2_captures_bitpack,s2_captures_code,s2_captures_count_total,s2_holds_bitpack,s2_holds_code,s2_holds_count_total,s2_wraps_b01_count,s2_wraps_b01_bin,s2_wraps_bitpack,s2_wraps_code,s2_wraps_count_total,s2_hooks_bitpack,s2_hooks_code,s2_hooks_count_total,s2_posts_bitpack,s2_posts_code,s2_posts_count_total,s3_vup_b01_count,s3_vup_b01_bin,s3_vup_bitpack,s3_vup_code,s3_vup_count_total,x_s1_ps,x_s1_ls,x_s2_captures,x_s2_holds,x_s2_wraps,x_s2_hooks,x_s2_posts,x_s3_vup,delta_t_sec,o_class,o_label,observed_zap_class_legacy,observation_issue,unsupported_finish_columns,sequence_id,episode_key
395,68,Ашинов А.М.,8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Ашинов А.М.,68::Ашинов А.М.::8::395
396,68,Ашинов А.М.,9,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Ашинов А.М.,68::Ашинов А.М.::9::396
397,68,Ашинов А.М.,10,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Ашинов А.М.,68::Ашинов А.М.::10::397
398,68,Ашинов А.М.,11,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Ашинов А.М.,68::Ашинов А.М.::11::398
399,68,Ашинов А.М.,12,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Ашинов А.М.,68::Ашинов А.М.::12::399
400,68,Данилкин Н.О.,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::1::400
401,68,Данилкин Н.О.,2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::2::401
402,68,Данилкин Н.О.,3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::3::402
403,68,Данилкин Н.О.,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::4::403
404,68,Данилкин Н.О.,5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::5::404
405,68,Данилкин Н.О.,6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::6::405
406,68,Данилкин Н.О.,7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::7::406
407,68,Данилкин Н.О.,8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::8::407
408,68,Данилкин Н.О.,9,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::9::408
409,68,Данилкин Н.О.,10,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::10::409
410,68,Данилкин Н.О.,11,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::11::410
411,68,Данилкин Н.О.,12,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::12::411
412,68,Данилкин Н.О.,13,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::13::412
413,68,Данилкин Н.О.,14,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::14::413
414,68,Данилкин Н.О.,15,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::15::414
415,68,Данилкин Н.О.,16,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::16::415
416,68,Данилкин Н.О.,17,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::17::416
417,68,Данилкин Н.О.,18,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::18::417
418,68,Данилкин Н.О.,19,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::19::418
419,68,Данилкин Н.О.,20,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Данилкин Н.О.,68::Данилкин Н.О.::20::419
420,68,Березин В.М.,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::1::420
421,68,Березин В.М.,2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::2::421
422,68,Березин В.М.,3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::3::422
423,68,Березин В.М.,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::4::423
424,68,Березин В.М.,5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::5::424
425,68,Березин В.М.,6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::6::425
426,68,Березин В.М.,7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::7::426
427,68,Березин В.М.,8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::8::427
428,68,Березин В.М.,9,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::9::428
429,68,Березин В.М.,10,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::10::429
430,68,Березин В.М.,11,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::11::430
431,68,Березин В.М.,12,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::12::431
432,68,Березин В.М.,13,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::13::432
433,68,Березин В.М.,14,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::14::433
434,68,Березин В.М.,15,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::15::434
435,68,Березин В.М.,16,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::16::435
436,68,Березин В.М.,17,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::17::436
437,68,Березин В.М.,18,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::18::437
438,68,Березин В.М.,19,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::19::438
439,68,Березин В.М.,20,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Березин В.М.,68::Березин В.М.::20::439
440,68,Бойкан А.Д.,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::1::440
441,68,Бойкан А.Д.,2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::2::441
442,68,Бойкан А.Д.,3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::3::442
443,68,Бойкан А.Д.,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::4::443
444,68,Бойкан А.Д.,5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::5::444
445,68,Бойкан А.Д.,6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::6::445
446,68,Бойкан А.Д.,7,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::7::446
447,68,Бойкан А.Д.,8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::8::447
448,68,Бойкан А.Д.,9,0.0,0.0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::9::448
449,68,Бойкан А.Д.,10,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::10::449
450,68,Бойкан А.Д.,11,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::11::450
451,68,Бойкан А.Д.,12,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,1,1,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::12::451
452,68,Бойкан А.Д.,13,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::13::452
453,68,Бойкан А.Д.,14,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Бойкан А.Д.,68::Бойкан А.Д.::14::453
454,68,Корочанский Д.Д.,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Корочанский Д.Д.,68::Корочанский Д.Д.::1::454
455,68,Корочанский Д.Д.,2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Корочанский Д.Д.,68::Корочанский Д.Д.::2::455
456,68,Корочанский Д.Д.,3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],68::Корочанский Д.Д.,68::Корочанский Д.Д.::3::456
457,68,Корочанский Д.Д.,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Корочанский Д.Д.,68::Корочанский Д.Д.::4::457
458,68,Корочанский Д.Д.,5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Корочанский Д.Д.,68::Корочанский Д.Д.::5::458
459,68,Корочанский Д.Д.,6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Корочанский Д.Д.,68::Корочанский Д.Д.::6::459
460,68,Корочанский Д.Д.,7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],68::Корочанский Д.Д.,68::Корочанский Д.Д.::7::460
