source_row_index,source_sheet,athlete_name,episode_id,episode_time_sec,pause_time_sec,score,s1_ps_bitpack,s1_ps_code,s1_ps_count_total,s1_ls_bitpack,s1_ls_code,s1_ls_count_total,s2_captures_bitpack,s2_captures_code,s2_captures_count_total,s2_holds_bitpack,s2_holds_code,s2_holds_count_total,s2_wraps_b01_count,s2_wraps_b01_bin,s2_wraps_bitpack,s2_wraps_code,s2_wraps_count_total,s2_hooks_bitpack,s2_hooks_code,s2_hooks_count_total,s2_posts_bitpack,s2_posts_code,s2_posts_count_total,s3_vup_b01_count,s3_vup_b01_bin,s3_vup_bitpack,s3_vup_code,s3_vup_count_total,x_s1_ps,x_s1_ls,x_s2_captures,x_s2_holds,x_s2_wraps,x_s2_hooks,x_s2_posts,x_s3_vup,delta_t_sec,o_class,o_label,observed_zap_class_legacy,observation_issue,unsupported_finish_columns,sequence_id,episode_key
0,48,Акрамов Б.Б.,1,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Акрамов Б.Б.,48::Акрамов Б.Б.::1::0
1,48,Акрамов Б.Б.,2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Акрамов Б.Б.,48::Акрамов Б.Б.::2::1
2,48,Акрамов Б.Б.,3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Акрамов Б.Б.,48::Акрамов Б.Б.::3::2
3,48,Акрамов Б.Б.,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Акрамов Б.Б.,48::Акрамов Б.Б.::4::3
4,48,Рузанов А.О.,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Рузанов А.О.,48::Рузанов А.О.::1::4
5,48,Рузанов А.О.,2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Рузанов А.О.,48::Рузанов А.О.::2::5
6,48,Рузанов А.О.,3,0.0,0.0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Рузанов А.О.,48::Рузанов А.О.::3::6
7,48,Рузанов А.О.,4,0.0,0.0,6.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Рузанов А.О.,48::Рузанов А.О.::4::7
8,48,Лушников А.О.,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Лушников А.О.,48::Лушников А.О.::1::8
9,48,Лушников А.О.,2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лушников А.О.,48::Лушников А.О.::2::9
10,48,Лушников А.О.,3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лушников А.О.,48::Лушников А.О.::3::10
11,48,Лушников А.О.,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Лушников А.О.,48::Лушников А.О.::4::11
12,48,Лушников А.О.,5,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лушников А.О.,48::Лушников А.О.::5::12
13,48,Лушников А.О.,6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лушников А.О.,48::Лушников А.О.::6::13
14,48,Лушников А.О.,7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лушников А.О.,48::Лушников А.О.::7::14
15,48,Лушников А.О.,8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лушников А.О.,48::Лушников А.О.::8::15
16,48,Лушников А.О.,9,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Лушников А.О.,48::Лушников А.О.::9::16
17,48,Лушников А.О.,10,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лушников А.О.,48::Лушников А.О.::10::17
18,48,Аглиуллин Э.Р.,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Аглиуллин Э.Р.,48::Аглиуллин Э.Р.::1::18
19,48,Аглиуллин Э.Р.,2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Аглиуллин Э.Р.,48::Аглиуллин Э.Р.::2::19
20,48,Аглиуллин Э.Р.,3,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,1,1,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Аглиуллин Э.Р.,48::Аглиуллин Э.Р.::3::20
21,48,Аглиуллин Э.Р.,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Аглиуллин Э.Р.,48::Аглиуллин Э.Р.::4::21
22,48,Аглиуллин Э.Р.,5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Аглиуллин Э.Р.,48::Аглиуллин Э.Р.::5::22
23,48,Аглиуллин Э.Р.,6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Аглиуллин Э.Р.,48::Аглиуллин Э.Р.::6::23
24,48,Аглиуллин Э.Р.,7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Аглиуллин Э.Р.,48::Аглиуллин Э.Р.::7::24
25,48,Аглиуллин Э.Р.,8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Аглиуллин Э.Р.,48::Аглиуллин Э.Р.::8::25
26,48,Аглиуллин Э.Р.,9,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Аглиуллин Э.Р.,48::Аглиуллин Э.Р.::9::26
27,48,Аглиуллин Э.Р.,10,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Аглиуллин Э.Р.,48::Аглиуллин Э.Р.::10::27
28,48,Лукашин И.П.,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Лукашин И.П.,48::Лукашин И.П.::1::28
29,48,Лукашин И.П.,2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Лукашин И.П.,48::Лукашин И.П.::2::29
30,48,Лукашин И.П.,3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лукашин И.П.,48::Лукашин И.П.::3::30
31,48,Лукашин И.П.,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лукашин И.П.,48::Лукашин И.П.::4::31
32,48,Лукашин И.П.,5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лукашин И.П.,48::Лукашин И.П.::5::32
33,48,Лукашин И.П.,6,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лукашин И.П.,48::Лукашин И.П.::6::33
34,48,Лукашин И.П.,7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лукашин И.П.,48::Лукашин И.П.::7::34
35,48,Лукашин И.П.,8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лукашин И.П.,48::Лукашин И.П.::8::35
36,48,Лукашин И.П.,9,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лукашин И.П.,48::Лукашин И.П.::9::36
37,48,Лукашин И.П.,10,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лукашин И.П.,48::Лукашин И.П.::10::37
38,48,Лукашин И.П.,11,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лукашин И.П.,48::Лукашин И.П.::11::38
39,48,Лукашин И.П.,12,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Лукашин И.П.,48::Лукашин И.П.::12::39
40,48,Лукашин И.П.,13,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Лукашин И.П.,48::Лукашин И.П.::13::40
41,48,Иванов К.Е.,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Иванов К.Е.,48::Иванов К.Е.::1::41
42,48,Иванов К.Е.,2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Иванов К.Е.,48::Иванов К.Е.::2::42
43,48,Иванов К.Е.,3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Иванов К.Е.,48::Иванов К.Е.::3::43
44,48,Иванов К.Е.,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Иванов К.Е.,48::Иванов К.Е.::4::44
45,48,Иванов К.Е.,5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Иванов К.Е.,48::Иванов К.Е.::5::45
46,48,Иванов К.Е.,6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Иванов К.Е.,48::Иванов К.Е.::6::46
47,48,Иванов К.Е.,7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Иванов К.Е.,48::Иванов К.Е.::7::47
48,48,Иванов К.Е.,8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Иванов К.Е.,48::Иванов К.Е.::8::48
49,48,Иванов К.Е.,9,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Иванов К.Е.,48::Иванов К.Е.::9::49
50,48,Иванов К.Е.,10,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Иванов К.Е.,48::Иванов К.Е.::10::50
51,48,Иванов К.Е.,11,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Иванов К.Е.,48::Иванов К.Е.::11::51
52,48,Иванов К.Е.,12,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Иванов К.Е.,48::Иванов К.Е.::12::52
53,48,Иванов К.Е.,13,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Иванов К.Е.,48::Иванов К.Е.::13::53
54,48,Умаров С.Ф.,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Умаров С.Ф.,48::Умаров С.Ф.::1::54
55,48,Умаров С.Ф.,2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,3.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Умаров С.Ф.,48::Умаров С.Ф.::2::55
56,48,Умаров С.Ф.,3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Умаров С.Ф.,48::Умаров С.Ф.::3::56
57,48,Умаров С.Ф.,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Умаров С.Ф.,48::Умаров С.Ф.::4::57
58,48,Умаров С.Ф.,5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Умаров С.Ф.,48::Умаров С.Ф.::5::58
59,48,Умаров С.Ф.,6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Умаров С.Ф.,48::Умаров С.Ф.::6::59
60,48,Умаров С.Ф.,7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Умаров С.Ф.,48::Умаров С.Ф.::7::60
61,48,Умаров С.Ф.,8,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Умаров С.Ф.,48::Умаров С.Ф.::8::61
62,48,Умаров С.Ф.,9,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Умаров С.Ф.,48::Умаров С.Ф.::9::62
63,48,Умаров С.Ф.,10,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,O0,нет ЗАП,no_score,,[],48::Умаров С.Ф.,48::Умаров С.Ф.::10::63
64,48,Умаров С.Ф.,11,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Умаров С.Ф.,48::Умаров С.Ф.::11::64
65,48,Умаров С.Ф.,12,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O0,нет ЗАП,no_score,,[],48::Умаров С.Ф.,48::Умаров С.Ф.::12::65
